system:index,surface_thermal_radiation_downwards_sum,date,.geo
20080516,3.21E+07,2008-05-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080517,3.25E+07,2008-05-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080518,3.31E+07,2008-05-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080519,3.43E+07,2008-05-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080520,3.48E+07,2008-05-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080521,3.43E+07,2008-05-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080522,3.50E+07,2008-05-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080523,3.51E+07,2008-05-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080524,3.44E+07,2008-05-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080525,3.43E+07,2008-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080526,3.43E+07,2008-05-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080527,3.43E+07,2008-05-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080528,3.35E+07,2008-05-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080529,3.34E+07,2008-05-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080530,3.32E+07,2008-05-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080531,3.35E+07,2008-05-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080601,3.35E+07,2008-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080602,3.38E+07,2008-06-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080603,3.52E+07,2008-06-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080604,3.61E+07,2008-06-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080605,3.58E+07,2008-06-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080606,3.64E+07,2008-06-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080607,3.67E+07,2008-06-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080608,3.64E+07,2008-06-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080609,3.62E+07,2008-06-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080610,3.65E+07,2008-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080611,3.66E+07,2008-06-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080612,3.64E+07,2008-06-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080613,3.56E+07,2008-06-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080614,3.54E+07,2008-06-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080615,3.57E+07,2008-06-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080616,3.55E+07,2008-06-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080617,3.54E+07,2008-06-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080618,3.47E+07,2008-06-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080619,3.51E+07,2008-06-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080620,3.47E+07,2008-06-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080621,3.50E+07,2008-06-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080622,3.52E+07,2008-06-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080623,3.53E+07,2008-06-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080624,3.55E+07,2008-06-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080625,3.59E+07,2008-06-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080626,3.59E+07,2008-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080627,3.59E+07,2008-06-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080628,3.61E+07,2008-06-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080629,3.64E+07,2008-06-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080630,3.62E+07,2008-06-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080701,3.59E+07,2008-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080702,3.55E+07,2008-07-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080703,3.58E+07,2008-07-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080704,3.58E+07,2008-07-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080705,3.55E+07,2008-07-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080706,3.53E+07,2008-07-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080707,3.60E+07,2008-07-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080708,3.56E+07,2008-07-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080709,3.57E+07,2008-07-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080710,3.59E+07,2008-07-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080711,3.58E+07,2008-07-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080712,3.53E+07,2008-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080713,3.57E+07,2008-07-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080714,3.55E+07,2008-07-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080715,3.53E+07,2008-07-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080716,3.56E+07,2008-07-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080717,3.52E+07,2008-07-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080718,3.52E+07,2008-07-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080719,3.52E+07,2008-07-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080720,3.52E+07,2008-07-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080721,3.54E+07,2008-07-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080722,3.56E+07,2008-07-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080723,3.57E+07,2008-07-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080724,3.64E+07,2008-07-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080725,3.61E+07,2008-07-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080726,3.62E+07,2008-07-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080727,3.62E+07,2008-07-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080728,3.62E+07,2008-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080729,3.61E+07,2008-07-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080730,3.60E+07,2008-07-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080731,3.54E+07,2008-07-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080801,3.57E+07,2008-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080802,3.59E+07,2008-08-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080803,3.59E+07,2008-08-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080804,3.61E+07,2008-08-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080805,3.61E+07,2008-08-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080806,3.60E+07,2008-08-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080807,3.59E+07,2008-08-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080808,3.62E+07,2008-08-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080809,3.58E+07,2008-08-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080810,3.60E+07,2008-08-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080811,3.58E+07,2008-08-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080812,3.59E+07,2008-08-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080813,3.62E+07,2008-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080814,3.62E+07,2008-08-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080815,3.57E+07,2008-08-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080816,3.55E+07,2008-08-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080817,3.51E+07,2008-08-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080818,3.41E+07,2008-08-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080819,3.45E+07,2008-08-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080820,3.45E+07,2008-08-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080821,3.40E+07,2008-08-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080822,3.42E+07,2008-08-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080823,3.41E+07,2008-08-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080824,3.46E+07,2008-08-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080825,3.52E+07,2008-08-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080826,3.49E+07,2008-08-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080827,3.45E+07,2008-08-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080828,3.49E+07,2008-08-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080829,3.56E+07,2008-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080830,3.58E+07,2008-08-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080831,3.59E+07,2008-08-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080901,3.55E+07,2008-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080902,3.53E+07,2008-09-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080903,3.56E+07,2008-09-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080904,3.60E+07,2008-09-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080905,3.58E+07,2008-09-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080906,3.55E+07,2008-09-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080907,3.57E+07,2008-09-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080908,3.58E+07,2008-09-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080909,3.63E+07,2008-09-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080910,3.63E+07,2008-09-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080911,3.64E+07,2008-09-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080912,3.54E+07,2008-09-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080913,3.54E+07,2008-09-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080914,3.58E+07,2008-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080915,3.55E+07,2008-09-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080916,3.58E+07,2008-09-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080917,3.50E+07,2008-09-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080918,3.45E+07,2008-09-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080919,3.55E+07,2008-09-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080920,3.59E+07,2008-09-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080921,3.52E+07,2008-09-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080922,3.43E+07,2008-09-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080923,3.35E+07,2008-09-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080924,3.36E+07,2008-09-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080925,3.30E+07,2008-09-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080926,3.24E+07,2008-09-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080927,3.21E+07,2008-09-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080928,3.21E+07,2008-09-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080929,3.13E+07,2008-09-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20080930,3.07E+07,2008-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081001,3.11E+07,2008-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081002,3.34E+07,2008-10-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081003,3.50E+07,2008-10-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081004,3.52E+07,2008-10-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081005,3.54E+07,2008-10-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081006,3.52E+07,2008-10-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081007,3.48E+07,2008-10-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081008,3.46E+07,2008-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081009,3.46E+07,2008-10-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081010,3.43E+07,2008-10-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081011,3.41E+07,2008-10-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081012,3.35E+07,2008-10-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081013,3.21E+07,2008-10-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081014,3.10E+07,2008-10-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081015,3.09E+07,2008-10-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081016,3.25E+07,2008-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081017,3.29E+07,2008-10-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081018,3.37E+07,2008-10-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081019,3.33E+07,2008-10-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081020,3.03E+07,2008-10-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081021,2.94E+07,2008-10-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081022,2.98E+07,2008-10-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081023,3.00E+07,2008-10-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081024,2.86E+07,2008-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081025,2.89E+07,2008-10-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081026,2.92E+07,2008-10-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081027,2.97E+07,2008-10-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081028,3.02E+07,2008-10-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081029,2.97E+07,2008-10-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081030,3.00E+07,2008-10-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081031,3.00E+07,2008-10-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081101,3.00E+07,2008-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081102,2.95E+07,2008-11-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081103,2.93E+07,2008-11-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081104,2.92E+07,2008-11-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081105,2.92E+07,2008-11-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081106,2.98E+07,2008-11-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081107,2.99E+07,2008-11-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081108,2.97E+07,2008-11-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081109,2.97E+07,2008-11-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081110,3.10E+07,2008-11-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081111,3.20E+07,2008-11-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081112,3.19E+07,2008-11-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081113,3.19E+07,2008-11-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081114,3.23E+07,2008-11-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081115,3.05E+07,2008-11-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081116,3.36E+07,2008-11-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081117,3.56E+07,2008-11-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081118,3.45E+07,2008-11-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081119,3.40E+07,2008-11-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081120,3.46E+07,2008-11-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081121,3.39E+07,2008-11-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081122,3.26E+07,2008-11-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081123,3.14E+07,2008-11-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081124,2.98E+07,2008-11-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081125,2.76E+07,2008-11-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081126,2.70E+07,2008-11-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081127,2.73E+07,2008-11-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081128,3.33E+07,2008-11-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081129,3.57E+07,2008-11-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081130,3.49E+07,2008-11-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081201,3.45E+07,2008-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081202,3.41E+07,2008-12-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081203,3.37E+07,2008-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081204,3.10E+07,2008-12-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081205,2.91E+07,2008-12-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081206,2.82E+07,2008-12-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081207,2.80E+07,2008-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081208,2.87E+07,2008-12-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081209,2.94E+07,2008-12-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081210,3.03E+07,2008-12-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081211,3.08E+07,2008-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081212,3.08E+07,2008-12-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081213,3.12E+07,2008-12-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081214,3.03E+07,2008-12-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081215,3.03E+07,2008-12-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081216,3.07E+07,2008-12-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081217,3.07E+07,2008-12-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081218,2.90E+07,2008-12-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081219,2.98E+07,2008-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081220,3.13E+07,2008-12-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081221,3.11E+07,2008-12-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081222,3.05E+07,2008-12-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081223,2.98E+07,2008-12-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081224,2.90E+07,2008-12-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081225,2.82E+07,2008-12-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081226,2.69E+07,2008-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081227,2.60E+07,2008-12-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081228,2.59E+07,2008-12-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081229,2.65E+07,2008-12-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081230,2.69E+07,2008-12-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20081231,2.69E+07,2008-12-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090101,2.76E+07,2009-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090102,2.86E+07,2009-01-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090103,2.93E+07,2009-01-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090104,2.96E+07,2009-01-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090105,2.96E+07,2009-01-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090106,2.90E+07,2009-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090107,2.99E+07,2009-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090108,2.96E+07,2009-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090109,3.07E+07,2009-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090110,3.10E+07,2009-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090111,3.07E+07,2009-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090112,3.02E+07,2009-01-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090113,3.02E+07,2009-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090114,2.98E+07,2009-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090115,2.96E+07,2009-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090116,2.87E+07,2009-01-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090117,2.90E+07,2009-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090118,2.93E+07,2009-01-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090119,2.92E+07,2009-01-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090120,2.89E+07,2009-01-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090121,2.87E+07,2009-01-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090122,2.90E+07,2009-01-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090123,2.85E+07,2009-01-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090124,2.91E+07,2009-01-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090125,2.91E+07,2009-01-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090126,2.89E+07,2009-01-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090127,2.90E+07,2009-01-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090128,2.93E+07,2009-01-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090129,3.06E+07,2009-01-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090130,3.00E+07,2009-01-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090131,2.98E+07,2009-01-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090201,2.98E+07,2009-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090202,2.90E+07,2009-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090203,2.86E+07,2009-02-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090204,2.80E+07,2009-02-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090205,2.71E+07,2009-02-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090206,2.86E+07,2009-02-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090207,3.00E+07,2009-02-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090208,3.07E+07,2009-02-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090209,3.06E+07,2009-02-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090210,2.84E+07,2009-02-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090211,2.70E+07,2009-02-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090212,2.80E+07,2009-02-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090213,2.81E+07,2009-02-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090214,2.86E+07,2009-02-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090215,2.95E+07,2009-02-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090216,3.12E+07,2009-02-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090217,3.20E+07,2009-02-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090218,3.14E+07,2009-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090219,3.09E+07,2009-02-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090220,3.17E+07,2009-02-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090221,3.05E+07,2009-02-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090222,3.07E+07,2009-02-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090223,3.03E+07,2009-02-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090224,2.89E+07,2009-02-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090225,2.85E+07,2009-02-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090226,2.91E+07,2009-02-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090227,2.98E+07,2009-02-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090228,2.96E+07,2009-02-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090301,2.95E+07,2009-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090302,2.99E+07,2009-03-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090303,2.97E+07,2009-03-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090304,2.98E+07,2009-03-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090305,2.96E+07,2009-03-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090306,2.98E+07,2009-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090307,2.96E+07,2009-03-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090308,3.10E+07,2009-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090309,3.18E+07,2009-03-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090310,3.12E+07,2009-03-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090311,3.21E+07,2009-03-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090312,3.22E+07,2009-03-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090313,3.36E+07,2009-03-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090314,3.22E+07,2009-03-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090315,3.07E+07,2009-03-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090316,3.05E+07,2009-03-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090317,3.19E+07,2009-03-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090318,3.15E+07,2009-03-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090319,3.08E+07,2009-03-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090320,3.05E+07,2009-03-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20090321,2.94E+07,2009-03-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
