system:index,surface_thermal_radiation_downwards_sum,date,.geo
20030101,2.68E+07,2003-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030102,3.08E+07,2003-01-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030103,3.26E+07,2003-01-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030104,3.21E+07,2003-01-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030105,3.12E+07,2003-01-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030106,3.14E+07,2003-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030107,3.18E+07,2003-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030108,3.12E+07,2003-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030109,3.18E+07,2003-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030110,3.21E+07,2003-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030111,3.18E+07,2003-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030112,3.19E+07,2003-01-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030113,3.16E+07,2003-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030114,3.11E+07,2003-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030115,3.03E+07,2003-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030116,2.67E+07,2003-01-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030117,2.59E+07,2003-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030118,2.93E+07,2003-01-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030119,3.09E+07,2003-01-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030120,3.05E+07,2003-01-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030121,3.15E+07,2003-01-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030122,3.10E+07,2003-01-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030123,2.97E+07,2003-01-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030124,2.76E+07,2003-01-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030125,2.91E+07,2003-01-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030126,3.15E+07,2003-01-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030127,3.22E+07,2003-01-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030128,3.08E+07,2003-01-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030129,2.93E+07,2003-01-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030130,2.92E+07,2003-01-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030131,2.92E+07,2003-01-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030201,2.97E+07,2003-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030202,3.12E+07,2003-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030203,3.14E+07,2003-02-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030204,3.06E+07,2003-02-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030205,3.13E+07,2003-02-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030206,3.21E+07,2003-02-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030207,3.16E+07,2003-02-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030208,2.93E+07,2003-02-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030209,2.85E+07,2003-02-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030210,2.92E+07,2003-02-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030211,3.01E+07,2003-02-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030212,3.04E+07,2003-02-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030213,2.95E+07,2003-02-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030214,2.97E+07,2003-02-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030215,2.98E+07,2003-02-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030216,2.89E+07,2003-02-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030217,2.80E+07,2003-02-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030218,2.89E+07,2003-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030219,3.03E+07,2003-02-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030220,2.81E+07,2003-02-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030221,2.92E+07,2003-02-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030222,2.98E+07,2003-02-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030223,3.00E+07,2003-02-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030224,2.98E+07,2003-02-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030225,2.95E+07,2003-02-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030226,3.01E+07,2003-02-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030227,3.09E+07,2003-02-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030228,3.13E+07,2003-02-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030301,3.16E+07,2003-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030302,3.11E+07,2003-03-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030303,3.08E+07,2003-03-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030304,2.94E+07,2003-03-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030305,2.87E+07,2003-03-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030306,2.89E+07,2003-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030307,2.93E+07,2003-03-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030308,3.12E+07,2003-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030309,2.98E+07,2003-03-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030310,2.96E+07,2003-03-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030311,2.86E+07,2003-03-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030312,2.91E+07,2003-03-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030313,2.99E+07,2003-03-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030314,3.09E+07,2003-03-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030315,2.95E+07,2003-03-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030316,2.79E+07,2003-03-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030317,2.80E+07,2003-03-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030318,2.90E+07,2003-03-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030319,2.98E+07,2003-03-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030320,3.17E+07,2003-03-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030321,3.24E+07,2003-03-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030322,3.31E+07,2003-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030323,3.26E+07,2003-03-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030324,3.27E+07,2003-03-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030325,3.27E+07,2003-03-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030326,3.07E+07,2003-03-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030327,3.03E+07,2003-03-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030328,3.05E+07,2003-03-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030329,2.95E+07,2003-03-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030330,3.02E+07,2003-03-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030331,3.03E+07,2003-03-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030401,3.10E+07,2003-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030402,3.10E+07,2003-04-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030403,3.04E+07,2003-04-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030404,3.05E+07,2003-04-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030405,3.07E+07,2003-04-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030406,3.28E+07,2003-04-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030407,3.42E+07,2003-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030408,3.34E+07,2003-04-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030409,3.38E+07,2003-04-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030410,3.46E+07,2003-04-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030411,3.44E+07,2003-04-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030412,3.30E+07,2003-04-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030413,3.18E+07,2003-04-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030414,3.21E+07,2003-04-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030415,3.22E+07,2003-04-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030416,3.27E+07,2003-04-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030417,3.32E+07,2003-04-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030418,3.26E+07,2003-04-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030419,3.19E+07,2003-04-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030420,3.08E+07,2003-04-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030421,3.19E+07,2003-04-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030422,3.41E+07,2003-04-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030423,3.37E+07,2003-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030424,3.31E+07,2003-04-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030425,3.25E+07,2003-04-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030426,3.39E+07,2003-04-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030427,3.42E+07,2003-04-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030428,3.42E+07,2003-04-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030429,3.46E+07,2003-04-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030430,3.50E+07,2003-04-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030501,3.34E+07,2003-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030502,3.21E+07,2003-05-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030503,3.21E+07,2003-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030504,3.12E+07,2003-05-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030505,2.98E+07,2003-05-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030506,2.93E+07,2003-05-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030507,3.08E+07,2003-05-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030508,3.15E+07,2003-05-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030509,3.32E+07,2003-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030510,3.24E+07,2003-05-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030511,3.22E+07,2003-05-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030512,3.30E+07,2003-05-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030513,3.29E+07,2003-05-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030514,3.34E+07,2003-05-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030515,3.39E+07,2003-05-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030516,3.32E+07,2003-05-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030517,3.22E+07,2003-05-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030518,3.16E+07,2003-05-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030519,3.33E+07,2003-05-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030520,3.33E+07,2003-05-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030521,3.31E+07,2003-05-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030522,3.23E+07,2003-05-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030523,3.27E+07,2003-05-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030524,3.30E+07,2003-05-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030525,3.25E+07,2003-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030526,3.22E+07,2003-05-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030527,3.26E+07,2003-05-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030528,3.20E+07,2003-05-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030529,3.39E+07,2003-05-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030530,3.49E+07,2003-05-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030531,3.50E+07,2003-05-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030601,3.38E+07,2003-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030602,3.27E+07,2003-06-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030603,3.30E+07,2003-06-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030604,3.24E+07,2003-06-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030605,3.30E+07,2003-06-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030606,3.40E+07,2003-06-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030607,3.49E+07,2003-06-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030608,3.58E+07,2003-06-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030609,3.62E+07,2003-06-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030610,3.65E+07,2003-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030611,3.66E+07,2003-06-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030612,3.65E+07,2003-06-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030613,3.60E+07,2003-06-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030614,3.63E+07,2003-06-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030615,3.65E+07,2003-06-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030616,3.65E+07,2003-06-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030617,3.64E+07,2003-06-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030618,3.64E+07,2003-06-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030619,3.65E+07,2003-06-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030620,3.65E+07,2003-06-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030621,3.68E+07,2003-06-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030622,3.64E+07,2003-06-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030623,3.62E+07,2003-06-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030624,3.66E+07,2003-06-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030625,3.65E+07,2003-06-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030626,3.65E+07,2003-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030627,3.65E+07,2003-06-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030628,3.65E+07,2003-06-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030629,3.65E+07,2003-06-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030630,3.61E+07,2003-06-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030701,3.62E+07,2003-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030702,3.62E+07,2003-07-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030703,3.61E+07,2003-07-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030704,3.62E+07,2003-07-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030705,3.62E+07,2003-07-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030706,3.64E+07,2003-07-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030707,3.62E+07,2003-07-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030708,3.60E+07,2003-07-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030709,3.63E+07,2003-07-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030710,3.63E+07,2003-07-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030711,3.62E+07,2003-07-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030712,3.63E+07,2003-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030713,3.65E+07,2003-07-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030714,3.61E+07,2003-07-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030715,3.64E+07,2003-07-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030716,3.62E+07,2003-07-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030717,3.62E+07,2003-07-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030718,3.61E+07,2003-07-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030719,3.59E+07,2003-07-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030720,3.58E+07,2003-07-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030721,3.58E+07,2003-07-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030722,3.61E+07,2003-07-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030723,3.63E+07,2003-07-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030724,3.62E+07,2003-07-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030725,3.57E+07,2003-07-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030726,3.56E+07,2003-07-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030727,3.60E+07,2003-07-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030728,3.61E+07,2003-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030729,3.57E+07,2003-07-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030730,3.55E+07,2003-07-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030731,3.53E+07,2003-07-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030801,3.55E+07,2003-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030802,3.56E+07,2003-08-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030803,3.59E+07,2003-08-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030804,3.60E+07,2003-08-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030805,3.60E+07,2003-08-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030806,3.60E+07,2003-08-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030807,3.60E+07,2003-08-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030808,3.61E+07,2003-08-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030809,3.58E+07,2003-08-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030810,3.53E+07,2003-08-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030811,3.54E+07,2003-08-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030812,3.54E+07,2003-08-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030813,3.57E+07,2003-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030814,3.59E+07,2003-08-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030815,3.55E+07,2003-08-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030816,3.50E+07,2003-08-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030817,3.50E+07,2003-08-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030818,3.52E+07,2003-08-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030819,3.57E+07,2003-08-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030820,3.55E+07,2003-08-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030821,3.57E+07,2003-08-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030822,3.60E+07,2003-08-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030823,3.59E+07,2003-08-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030824,3.54E+07,2003-08-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030825,3.52E+07,2003-08-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030826,3.50E+07,2003-08-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030827,3.50E+07,2003-08-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030828,3.53E+07,2003-08-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030829,3.57E+07,2003-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030830,3.55E+07,2003-08-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030831,3.51E+07,2003-08-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030901,3.51E+07,2003-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030902,3.57E+07,2003-09-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030903,3.58E+07,2003-09-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030904,3.51E+07,2003-09-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030905,3.52E+07,2003-09-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030906,3.51E+07,2003-09-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030907,3.46E+07,2003-09-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030908,3.46E+07,2003-09-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030909,3.36E+07,2003-09-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030910,3.50E+07,2003-09-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030911,3.55E+07,2003-09-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030912,3.43E+07,2003-09-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030913,3.44E+07,2003-09-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030914,3.46E+07,2003-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030915,3.49E+07,2003-09-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030916,3.46E+07,2003-09-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030917,3.39E+07,2003-09-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030918,3.45E+07,2003-09-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030919,3.48E+07,2003-09-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030920,3.52E+07,2003-09-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030921,3.48E+07,2003-09-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030922,3.50E+07,2003-09-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030923,3.54E+07,2003-09-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030924,3.51E+07,2003-09-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030925,3.56E+07,2003-09-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030926,3.61E+07,2003-09-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030927,3.64E+07,2003-09-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030928,3.61E+07,2003-09-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030929,3.51E+07,2003-09-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20030930,3.49E+07,2003-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031001,3.52E+07,2003-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031002,3.47E+07,2003-10-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031003,3.29E+07,2003-10-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031004,3.24E+07,2003-10-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031005,3.08E+07,2003-10-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031006,3.24E+07,2003-10-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031007,3.46E+07,2003-10-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031008,3.43E+07,2003-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031009,3.46E+07,2003-10-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031010,3.49E+07,2003-10-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031011,3.46E+07,2003-10-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031012,3.43E+07,2003-10-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031013,3.37E+07,2003-10-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031014,3.31E+07,2003-10-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031015,3.14E+07,2003-10-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031016,3.04E+07,2003-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031017,3.00E+07,2003-10-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031018,3.13E+07,2003-10-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031019,3.25E+07,2003-10-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031020,3.35E+07,2003-10-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031021,3.23E+07,2003-10-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031022,3.21E+07,2003-10-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031023,3.11E+07,2003-10-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031024,3.03E+07,2003-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031025,3.08E+07,2003-10-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031026,2.95E+07,2003-10-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031027,2.96E+07,2003-10-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031028,3.13E+07,2003-10-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031029,3.38E+07,2003-10-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031030,3.46E+07,2003-10-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031031,3.48E+07,2003-10-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031101,3.47E+07,2003-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031102,3.47E+07,2003-11-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031103,3.38E+07,2003-11-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031104,3.37E+07,2003-11-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031105,3.31E+07,2003-11-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20031106,3.08E+07,2003-11-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
