system:index,evaporation_from_bare_soil_sum,date,.geo
20050129,-7.06E-04,2005-01-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050130,-6.39E-04,2005-01-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050131,-1.72E-04,2005-01-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050201,-4.06E-04,2005-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050202,-6.20E-04,2005-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050203,-8.07E-04,2005-02-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050204,-7.55E-04,2005-02-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050205,-0.001048243,2005-02-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050206,-0.00109678,2005-02-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050207,-0.001192368,2005-02-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050208,-9.84E-04,2005-02-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050209,-9.04E-04,2005-02-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050210,-8.66E-04,2005-02-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050211,-9.01E-04,2005-02-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050212,-9.13E-04,2005-02-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050213,-9.28E-04,2005-02-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050214,-1.00E-03,2005-02-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050215,-9.98E-04,2005-02-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050216,-0.001046973,2005-02-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050217,-9.76E-04,2005-02-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050218,-9.23E-04,2005-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050219,-8.93E-04,2005-02-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050220,-8.24E-04,2005-02-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050221,-7.67E-04,2005-02-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050222,-5.87E-04,2005-02-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050223,-5.44E-04,2005-02-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050224,-6.36E-04,2005-02-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050225,-7.43E-04,2005-02-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050226,-7.34E-04,2005-02-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050227,-7.34E-04,2005-02-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050228,-7.07E-04,2005-02-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050301,-6.68E-04,2005-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050302,-7.08E-04,2005-03-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050303,-6.83E-04,2005-03-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050304,-6.83E-04,2005-03-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050305,-6.16E-04,2005-03-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050306,-4.80E-04,2005-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050307,-5.00E-04,2005-03-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050308,-5.28E-04,2005-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050309,-4.82E-04,2005-03-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050310,-4.28E-04,2005-03-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050311,-7.34E-04,2005-03-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050312,-6.33E-04,2005-03-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050313,-6.34E-04,2005-03-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050314,-6.49E-04,2005-03-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050315,-6.55E-04,2005-03-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050316,-5.55E-04,2005-03-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050317,-5.35E-04,2005-03-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050318,-5.31E-04,2005-03-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050319,-5.43E-04,2005-03-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050320,-5.39E-04,2005-03-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050321,-5.73E-04,2005-03-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050322,-5.75E-04,2005-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050323,-4.33E-04,2005-03-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050324,-5.09E-04,2005-03-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050325,-5.42E-04,2005-03-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050326,-5.18E-04,2005-03-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050327,-3.85E-04,2005-03-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050328,-4.49E-04,2005-03-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050329,-3.84E-04,2005-03-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050330,-4.22E-04,2005-03-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050331,-3.61E-04,2005-03-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050401,-3.17E-04,2005-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050402,-3.90E-04,2005-04-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050403,-3.24E-04,2005-04-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050404,-1.36E-04,2005-04-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050405,-5.61E-05,2005-04-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050406,-8.47E-04,2005-04-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050407,-0.001003028,2005-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050408,-0.002064104,2005-04-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050409,-0.001563796,2005-04-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050410,-0.001764966,2005-04-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050411,-0.001243781,2005-04-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050412,-0.00168393,2005-04-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050413,-0.002395808,2005-04-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050414,-0.002578442,2005-04-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050415,-0.002484136,2005-04-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050416,-0.002650089,2005-04-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050417,-0.002460643,2005-04-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050418,-0.002177012,2005-04-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050419,-0.001894607,2005-04-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050420,-0.001317608,2005-04-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050421,-0.001361063,2005-04-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050422,-0.001344858,2005-04-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050423,-0.001277279,2005-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050424,-0.00104347,2005-04-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050425,-8.27E-04,2005-04-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050426,-9.99E-04,2005-04-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050427,-7.38E-04,2005-04-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050428,-0.00245342,2005-04-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050429,-0.002321583,2005-04-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050430,-0.00236049,2005-04-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050501,-0.001719337,2005-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050502,-0.001405674,2005-05-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050503,-0.001039599,2005-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050504,-0.001121113,2005-05-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050505,-7.10E-04,2005-05-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050506,-0.001345098,2005-05-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050507,-0.001134567,2005-05-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050508,-0.001063419,2005-05-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050509,-7.63E-04,2005-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050510,-0.001009343,2005-05-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050511,-0.001388941,2005-05-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050512,-0.001485948,2005-05-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050513,-0.001076566,2005-05-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050514,-0.002044542,2005-05-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050515,-0.001694938,2005-05-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050516,-0.001233488,2005-05-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050517,-9.89E-04,2005-05-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050518,-8.05E-04,2005-05-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050519,-7.37E-04,2005-05-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050520,-6.45E-04,2005-05-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050521,-5.90E-04,2005-05-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050522,-5.14E-04,2005-05-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050523,-4.08E-04,2005-05-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050524,-7.30E-04,2005-05-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050525,-0.001369341,2005-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050526,-0.002201464,2005-05-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050527,-0.00164419,2005-05-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050528,-0.002358503,2005-05-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050529,-0.002619842,2005-05-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050530,-0.00154932,2005-05-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050531,-0.002609529,2005-05-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050601,-0.00226426,2005-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050602,-0.002254875,2005-06-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050603,-0.002760489,2005-06-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050604,-0.003287371,2005-06-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050605,-0.00216434,2005-06-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050606,-0.002531591,2005-06-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050607,-0.002874224,2005-06-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050608,-0.002120261,2005-06-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050609,-0.001561098,2005-06-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050610,-0.001531378,2005-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050611,-0.002627108,2005-06-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050612,-0.00299343,2005-06-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050613,-0.003134457,2005-06-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050614,-0.002864703,2005-06-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050615,-0.003412341,2005-06-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050616,-0.003011445,2005-06-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050617,-0.002263429,2005-06-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050618,-0.001190622,2005-06-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050619,-0.002095722,2005-06-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050620,-0.001268841,2005-06-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050621,-9.74E-04,2005-06-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050622,-7.47E-04,2005-06-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050623,-0.001917121,2005-06-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050624,-0.001981591,2005-06-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050625,-0.001832334,2005-06-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050626,-0.001866584,2005-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050627,-0.001914316,2005-06-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050628,-0.001617449,2005-06-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050629,-0.001604494,2005-06-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050630,-0.001321309,2005-06-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050701,-0.001507827,2005-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050702,-0.001694493,2005-07-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050703,-0.001701232,2005-07-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050704,-0.001572933,2005-07-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050705,-0.001365073,2005-07-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050706,-0.001461356,2005-07-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050707,-0.001351734,2005-07-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050708,-0.00161309,2005-07-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050709,-0.001224571,2005-07-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050710,-0.001388824,2005-07-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050711,-0.001444074,2005-07-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050712,-0.001309584,2005-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050713,-0.001226644,2005-07-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050714,-0.001279365,2005-07-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050715,-0.001202408,2005-07-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050716,-0.001423248,2005-07-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050717,-0.001621327,2005-07-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050718,-0.002152847,2005-07-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050719,-0.002003731,2005-07-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050720,-0.001588024,2005-07-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050721,-0.001365298,2005-07-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050722,-0.001078752,2005-07-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050723,-0.001341911,2005-07-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050724,-4.60E-04,2005-07-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050725,-8.31E-04,2005-07-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050726,-5.92E-04,2005-07-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050727,-0.001391225,2005-07-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050728,-0.001943594,2005-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050729,-0.001321295,2005-07-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050730,-0.001535844,2005-07-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050731,-0.001950087,2005-07-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050801,-0.001810661,2005-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050802,-0.002161745,2005-08-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050803,-0.001729041,2005-08-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050804,-0.001477538,2005-08-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050805,-0.001772546,2005-08-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050806,-0.002316378,2005-08-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050807,-0.001976966,2005-08-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050808,-0.001762054,2005-08-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050809,-9.14E-04,2005-08-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050810,-0.00132272,2005-08-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050811,-0.001645957,2005-08-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050812,-0.001869749,2005-08-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050813,-0.002073652,2005-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050814,-0.002063147,2005-08-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050815,-0.001572401,2005-08-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050816,-9.85E-04,2005-08-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050817,-0.001347036,2005-08-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050818,-0.002433478,2005-08-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050819,-0.0018238,2005-08-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050820,-0.002717641,2005-08-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050821,-0.002396413,2005-08-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050822,-0.002510856,2005-08-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050823,-0.002077913,2005-08-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050824,-0.001661677,2005-08-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050825,-0.002514584,2005-08-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050826,-0.002149928,2005-08-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050827,-0.002115036,2005-08-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050828,-0.002461204,2005-08-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050829,-0.002484729,2005-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050830,-0.002339886,2005-08-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050831,-0.001769232,2005-08-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050901,-0.002043905,2005-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050902,-0.001930656,2005-09-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050903,-0.002014475,2005-09-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050904,-0.001942303,2005-09-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050905,-0.001307653,2005-09-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050906,-0.00196824,2005-09-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050907,-0.001324571,2005-09-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050908,-0.001848479,2005-09-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050909,-0.001568289,2005-09-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050910,-0.001940875,2005-09-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050911,-0.001757071,2005-09-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050912,-0.001857152,2005-09-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050913,-0.002041165,2005-09-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050914,-0.002014521,2005-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050915,-0.002121977,2005-09-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050916,-0.003074958,2005-09-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050917,-0.002952745,2005-09-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050918,-0.003010715,2005-09-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050919,-0.001709195,2005-09-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050920,-9.29E-04,2005-09-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050921,-0.002496321,2005-09-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050922,-0.003096906,2005-09-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050923,-0.003082581,2005-09-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050924,-0.00308304,2005-09-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050925,-0.002995174,2005-09-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050926,-0.00307421,2005-09-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050927,-0.002292065,2005-09-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050928,-0.002176838,2005-09-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050929,-0.001645682,2005-09-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20050930,-0.00197896,2005-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051001,-0.002246374,2005-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051002,-0.001846298,2005-10-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051003,-0.0018016,2005-10-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051004,-0.002124686,2005-10-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051005,-0.001986566,2005-10-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051006,-0.002447403,2005-10-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051007,-0.002057247,2005-10-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051008,-0.00204695,2005-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051009,-0.001781692,2005-10-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051010,-6.20E-04,2005-10-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051011,-9.66E-04,2005-10-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051012,-2.32E-04,2005-10-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051013,-1.94E-04,2005-10-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051014,-0.001019124,2005-10-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051015,-0.002382799,2005-10-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051016,-0.002194545,2005-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051017,-0.002012732,2005-10-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051018,-0.001273535,2005-10-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051019,-0.001216565,2005-10-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051020,-0.002146839,2005-10-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051021,-0.002544999,2005-10-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051022,-0.001916197,2005-10-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051023,-0.001470274,2005-10-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051024,-0.001121324,2005-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051025,-9.82E-04,2005-10-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051026,-0.001573134,2005-10-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051027,-4.65E-07,2005-10-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051028,-2.62E-04,2005-10-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051029,-0.00127651,2005-10-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051030,-0.00183219,2005-10-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051031,-0.001824807,2005-10-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051101,-0.001359357,2005-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051102,-0.00126792,2005-11-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051103,-0.001334371,2005-11-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051104,-0.002152442,2005-11-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051105,-0.001524578,2005-11-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051106,-0.001120961,2005-11-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051107,-0.001804187,2005-11-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051108,-0.001495096,2005-11-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051109,-5.82E-04,2005-11-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051110,-0.00143497,2005-11-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051111,-0.001870617,2005-11-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051112,-0.002982559,2005-11-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051113,-0.003578406,2005-11-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051114,-0.003518851,2005-11-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051115,-0.00336715,2005-11-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051116,-0.003451747,2005-11-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051117,-0.003384089,2005-11-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051118,-0.003293744,2005-11-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051119,-0.003124071,2005-11-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051120,-0.003064952,2005-11-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051121,-0.001200368,2005-11-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051122,-3.20E-04,2005-11-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051123,-6.29E-04,2005-11-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051124,-6.10E-05,2005-11-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051125,-0.001071724,2005-11-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051126,-0.001666845,2005-11-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051127,-0.001837982,2005-11-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051128,-0.003269242,2005-11-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051129,-0.003041357,2005-11-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051130,-0.003234457,2005-11-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051201,-0.003155879,2005-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20051202,-0.002109359,2005-12-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
