system:index,LST_Celsius,date,.geo
gf_Day2003_062,394.7110259826782,2003-03-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_063,456.8331737175216,2003-03-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_064,354.4490131578947,2003-03-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_065,407.21841688874093,2003-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_066,362.19793054630225,2003-03-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_067,402.30658727515004,2003-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_068,411.74179713524313,2003-03-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_069,361.46025566289137,2003-03-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_070,439.6659935043304,2003-03-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_071,360.51892488341105,2003-03-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_072,387.1805879413723,2003-03-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_073,372.7034268820787,2003-03-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_074,362.4118920719519,2003-03-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_075,346.56327031978674,2003-03-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_076,373.2833319453698,2003-03-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_077,392.91060126582295,2003-03-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_078,349.3293429380413,2003-03-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_079,418.69793054630236,2003-03-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_080,368.0522984676881,2003-03-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_081,440.7929921718854,2003-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_082,391.71279563624245,2003-03-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_083,438.03268654230504,2003-03-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_084,437.4515531312457,2003-03-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_085,395.2060084943371,2003-03-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_086,477.22559960026626,2003-03-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_087,387.8320078281147,2003-03-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_088,464.6430088274483,2003-03-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_089,384.1142571618919,2003-03-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_090,461.7509576948701,2003-03-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_091,472.3154355429714,2003-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_092,416.7202073617588,2003-04-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_093,483.2219978347765,2003-04-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_094,376.70896485676207,2003-04-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_095,496.98911142571615,2003-04-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_096,389.37691538974013,2003-04-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_097,409.7301382411725,2003-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_098,413.1214606928714,2003-04-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_099,446.6605388074615,2003-04-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_100,428.7671760493006,2003-04-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_101,398.7097559960025,2003-04-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_102,421.46775066622274,2003-04-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_103,419.7295552964688,2003-04-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_104,392.27843937375087,2003-04-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_105,421.1451115922717,2003-04-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_106,468.5963107928046,2003-04-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_107,453.209381245836,2003-04-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_108,429.6160476349099,2003-04-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_109,485.2961983677547,2003-04-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_110,415.85545053297795,2003-04-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_111,468.30839856762145,2003-04-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_112,392.9605471352432,2003-04-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_113,492.079363757495,2003-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_114,407.35109926715506,2003-04-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_115,433.5763449367087,2003-04-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_116,474.9587774816786,2003-04-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_117,452.1737591605594,2003-04-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_118,512.6479638574284,2003-04-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_119,438.2899525316456,2003-04-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_120,485.68443954030624,2003-04-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_121,405.9391030979346,2003-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_122,487.9943787475016,2003-05-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
