Date,DPT,AP,WS,WSD,RH,LST
2003-01-01,12.498648347316532,916.5896250065965,0.608895889251961,327.5050709441836,93.19447299382041,30.939528457894085
2003-01-02,12.825783921183529,918.0046235763953,3.006925443465154,290.31093680858663,93.57821834736221,31.17911325941794
2003-01-03,12.970981416304312,918.4536194443431,2.872019836836199,279.92100960307005,94.22723091715497,33.045704975683236
2003-01-04,12.445614413351905,917.966754503257,2.678421512298809,274.9525842255888,93.29711401804626,38.2669334412526
2003-01-05,14.071073731527179,918.579933175092,3.1049616420163026,275.25716995146365,94.35324948979765,33.185393916981205
2003-01-06,13.065527016361614,919.1919109548528,3.033890645586928,264.2278219217227,93.30177566076952,38.538985954213416
2003-01-07,13.193506807473568,918.8650067299776,2.4992504317446014,262.05447663676176,93.50129354729344,34.31104980567552
2003-01-08,13.982159566578218,917.5412041184292,2.427421150647056,278.38026978043354,93.76680897773338,37.243176315440586
2003-01-09,14.755523940543867,918.5997884035158,2.5130964685866855,271.5003651168122,94.954874447795,35.577428183676766
2003-01-10,14.166734830156884,919.0921746156793,2.67933161677357,272.89006421310347,94.50745539420637,33.854965565843536
2003-01-11,12.340239469738151,919.1801402070189,2.8451819059858083,272.11433971321264,93.3007940142078,35.06089019446401
2003-01-12,12.25887461557835,919.1891823970377,3.1745261741358575,263.054964105626,93.41466173117254,32.82703936029922
2003-01-13,12.298317572778501,918.9392722167541,2.667936899856504,258.79596960067454,93.53924177766744,31.535617895992843
2003-01-14,12.343902861363404,919.0344616771704,3.3421246211415707,257.0612257929399,93.8552563429068,31.82767100204443
2003-01-15,12.120657390577378,919.4829395481436,3.4138284311029454,262.39601502781534,93.86559035761346,31.11686680575229
2003-01-16,12.669328674668463,918.3654802299343,2.987474494924957,257.2796356390278,93.97663655141204,30.47219101711591
2003-01-17,11.55760921872934,918.5816589314471,3.1158551952956386,269.6157212921928,93.31740882378969,36.06359521201257
2003-01-18,10.798160811368007,918.9623655382284,3.0057547756366616,263.92456047924617,92.38625723040693,37.45683292979897
2003-01-19,14.177021421552467,918.2230170853484,2.633925339790511,290.2496518541768,94.58074940678688,36.03842687887689
2003-01-20,15.997147011074617,917.4763791012027,2.604090602474999,280.4303678466281,95.52362134021115,32.64732498587048
2003-01-21,14.420636813370038,917.3499179559352,2.6531926243697357,287.713144289233,94.09104930545892,35.9814824828876
2003-01-22,8.587543224333388,916.6234239792016,2.590119239137504,275.48226376838755,89.68400074082737,36.6225025642457
2003-01-23,7.430190639177283,915.1761722547317,1.8786268289771826,281.2927166315029,88.74368911028499,31.93759515619223
2003-01-24,10.534103727753347,914.3404784925932,1.3981896379255825,283.8774732059237,90.73305928551817,39.90525426153214
2003-01-25,10.278190098995992,915.4327294355629,2.7376101239604647,288.73842821725236,90.33210254565557,33.54133651276542
2003-01-26,10.228388207612966,917.2293682610044,2.85292384169984,283.1134840392126,91.065897893426,35.617317205914155
2003-01-27,10.684009616496326,917.3450847414692,2.7415512892843856,277.7304815078568,91.51771798288495,39.78162482468931
2003-01-28,10.299424018153047,917.1720298580519,2.4463524471940006,272.03929468111653,91.34782108454816,37.58689827445452
2003-01-29,7.768910402794631,917.2460328397328,1.9566991093677308,267.82256018281186,89.67787379755117,41.790249237703854
2003-01-30,6.526665047840311,917.0695797492292,2.0148829258593,264.80540485175095,88.39182450086011,35.91692454489
2003-01-31,7.682064352727366,917.37666761455,1.9420739273861376,282.7506758209473,88.71807558401193,42.56085583008294
2003-02-01,15.24502241579745,918.0362533660373,2.869665708156074,309.41970504750606,94.01345377101474,38.20599300850566
2003-02-02,15.393927058523673,918.1651622716795,2.7282544028794433,303.2089878365892,94.05249218219673,38.21343228646988
2003-02-03,13.85853135670311,917.4274433993668,2.4903918055877696,289.7909209747839,93.10412493200927,37.61052875792824
2003-02-04,14.444519473356422,916.9782106080596,2.205862806558506,286.11652201704584,93.47747722124325,37.20908056964631
2003-02-05,14.84396953145739,917.056339072933,3.045921596925977,268.1357172564957,93.68201043247608,38.79140489265058
2003-02-06,13.24321637017539,916.5575979442062,2.79950111920797,271.8240088503774,92.77570636772082,38.30368623401272
2003-02-07,10.896473409899556,915.5180228980404,2.3214408551896324,270.29927253170285,90.77479558800567,44.24117882037721
2003-02-08,11.996843690100036,913.9656434470943,2.1865916406492625,297.8658617291127,91.38197127124921,39.4921521871097
2003-02-09,11.172450171288403,913.2820871854813,2.2204681541906255,298.77792623041034,90.6048595565411,43.126972201483426
2003-02-10,12.705013728071094,914.1862294683327,3.098185960367234,294.01602155658014,92.00069147935395,38.731065923791334
2003-02-11,11.528672703689722,915.0658378270033,3.042644822486044,289.077788344894,90.94685994469252,41.79304287000148
2003-02-12,14.340353101400353,915.2125975739136,2.1107388502744397,291.8730519625701,92.56766279237851,43.59596977329977
2003-02-13,15.874618038577694,915.3890759556567,1.6786853654856277,334.37419149332374,93.55025380724871,36.72383928633729
2003-02-14,14.850298082363395,915.1924328916168,2.4163131052652678,302.4778351765974,92.14888554274793,41.02367008100925
2003-02-15,14.697525735798024,916.8711500022896,2.2901181395994943,301.86019006147785,92.55178317009111,38.24785545329584
2003-02-16,14.711089998679142,917.3977557789657,2.6431961494301044,298.19729043044947,92.62819491696239,44.051268342206434
2003-02-17,13.775348061733212,916.7443001728424,2.6849854939907245,307.7465259224582,91.84945531658661,40.82389824654442
2003-02-18,12.115307951561931,916.8893018899164,2.0356319708038457,321.10447939676044,90.76806289866826,43.93207539928969
2003-02-19,12.446171614362129,916.2280800519889,1.06995063434673,308.8498730652202,90.69700090050375,39.92639725224506
2003-02-20,12.224825335397327,916.4131170285892,1.8375187585237702,279.562773317138,89.99829097756259,37.508707969047634
2003-02-21,10.38104398853335,917.3613511207427,2.076934454555048,279.71324692352863,88.75115341280552,45.09956460154761
2003-02-22,12.470022333823465,917.10498089139,2.3137777153284045,265.8821150989651,90.81258643705614,37.8682288214238
2003-02-23,12.04199902017126,916.0809703475672,2.614199701076526,282.3737688414796,90.36048405639212,46.153543543334
2003-02-24,11.932385280632445,916.1619049115893,2.0061705551790743,288.87717339288906,90.20711209628817,38.808713725517585
2003-02-25,14.441021296529982,915.8509200890913,1.0638929916079902,319.2423134480297,92.4654944207819,39.400556458759226
2003-02-26,14.969984128986312,915.2071613564956,0.9747772879201966,331.7316281586302,92.50538116211044,37.857294319585264
2003-02-27,14.155911644839307,915.9027885394136,1.9993511177318857,300.0237066636918,92.08117890387179,39.43325181241581
2003-02-28,11.992650011222338,915.9395954363258,2.6922074234067686,289.17728743808175,90.51876945141485,43.03768656195706
2003-03-01,11.209581455993032,915.2950427259096,1.9406578282316211,293.01428621017567,89.69908769271717,41.01993535309839
2003-03-02,11.0577097784074,915.1515081753736,2.3034991624234737,278.9964706163002,89.19267364940147,45.57955615872501
2003-03-03,8.306265598675168,914.5388408911239,2.250280626447965,286.6780085106187,87.14355379724962,40.824175603731554
2003-03-04,9.081419227827894,913.4967130013248,2.319163037944615,287.1114197772723,87.49059842827485,40.058571732592796
2003-03-05,10.402443153895604,913.5972008259015,2.8811197380863995,285.02910445438334,88.16534522469343,37.948813469441895
2003-03-06,10.345393449234962,914.7741344231954,3.348521437179965,282.9157403358356,88.41957407486164,45.6208234194129
2003-03-07,10.03657305993812,914.6457586408125,3.26368517627644,284.0708791125851,88.23252885077069,44.12672310333036
2003-03-08,12.739192475042785,914.9998663931309,3.012667693445454,290.745641246726,90.48966772909056,40.808120285800015
2003-03-09,12.185750758014706,915.6607669592864,2.982995924450599,286.2780672256174,90.04784801887595,44.66663968684804
2003-03-10,8.554531971639392,915.4728150818404,2.462083941507597,298.4657366601039,87.73262823109424,38.95548818353721
2003-03-11,12.067335194385521,914.2521162258137,1.3947132774740925,324.92224379113856,89.49224122515548,41.823146591123184
2003-03-12,13.546108687632454,915.2772697385959,2.4425999627996555,322.02138639824057,90.6119432051908,42.17869739807563
2003-03-13,16.056337522727972,917.2118138441983,2.6279217774437162,297.5114191659131,92.81093341967268,38.02347854755546
2003-03-14,16.394645687522825,917.3263463715089,2.2646592208300804,306.07452067239626,93.08659217674928,39.7241438559278
2003-03-15,17.27259535003151,915.3231505141772,1.0932326756177624,339.2488957125842,93.80216112250086,39.09120812604227
2003-03-16,18.701893901422977,915.2644596733252,0.9491894191649783,345.01143097483543,96.43941261011425,40.11205073368828
2003-03-17,18.76865645387835,916.313439944399,1.6236060975430011,323.9769984815841,96.37461831126875,37.952056106393506
2003-03-18,18.55248035824502,916.8680511794856,1.8695432679602946,317.11187529822763,96.60521602603336,41.431707159653115
2003-03-19,17.69521853136149,915.8812506976818,2.22459291572496,323.0967859950859,94.75316124120747,35.94561967526532
2003-03-20,18.17629855772958,915.1669901078088,0.8343395382869554,320.25203127103936,95.41819408662269,40.050096813357825
2003-03-21,17.632690345616936,915.3295312140785,2.2505740761327004,289.390542928297,94.94315014227477,35.59354629946203
2003-03-22,13.441267068287402,916.6962696288912,2.958768619349511,284.22318100673067,91.70513928383183,42.858839670101936
2003-03-23,10.429620914490044,916.8233033615818,2.7793600450681977,278.865951808404,89.29087998138057,44.76118761207671
2003-03-24,6.713396762202763,915.6401301524795,2.6821792206887376,283.10542634410785,86.16645291974692,43.029695535072584
2003-03-25,8.287617892189644,915.3063916044576,2.321564020372976,299.94560979324814,86.93712260732758,47.310639177487666
