Date,DPT,AP,WS,WSD,AT,Albedo,evaporation_from_bare_soil_sum,evaporation_from_vegetation_transpiration_sum,NDVI,precipitation,surface_net_solar_radiation_sum,surface_thermal_radiation_downwards_sum,volumetric_soil_water_layer_1,LST
2011-05-23,20.196840157625505,937.6775724184512,3.5743569967747617,94.8382382883255,300.39134823646765,0.1324263840900669,-0.000404,-0.000122,0.258910127477787,0.4857933467421408,18833832.00924304,34900000.0,0.164991544,42.36730039970567
2011-05-24,19.24721705130509,937.0407412446008,3.290378692102665,103.45269655811148,300.76146178152027,0.1317071684603972,-0.000548,-0.000146,0.2263850975886928,0.0,20262206.391690336,34100000.0,0.166756193,42.39127491218589
2011-05-25,17.94789526797632,936.2939466908794,3.0802095598359336,106.4530670379052,301.3333060987216,0.1316406157124646,-0.000665,-0.000153,0.1409770890598187,0.0,22128923.722111102,34000000.0,0.163163198,51.44922864322689
2011-05-26,18.45164845505803,936.829923382088,2.58200691219928,112.90846375340412,301.82697032093813,0.1314142196441395,-0.000603,-0.000141,0.0916377223675034,2.227646878443382,20356828.6482565,35500000.0,0.16469574,41.49316414263404
2011-05-27,19.55286543267249,936.6027882526536,3.1051017123225195,108.54570372803836,301.5451647009453,0.1313620663645528,-0.000566,-0.000147,0.0415690175385392,0.4070137221186534,19096141.061782993,35900000.0,0.171910742,46.51705607129885
2011-05-28,19.483050540785825,936.4595993305094,3.3451546801180436,109.98123013557944,301.4459277962559,0.1312135908608399,-0.00061,-0.000152,0.043541239619019,1.821243563269716,20179445.51285915,35500000.0,0.170272603,45.02619754910394
2011-05-29,19.81422375085117,936.6618498782408,3.61268629043156,110.1176097097084,301.6996663087691,0.1317329891213361,-0.000544,-0.000156,0.2386295529087373,0.007254928,18983272.48174776,35600000.0,0.165924184,46.0212265300387
2011-05-30,20.13910514284271,936.0738637853498,4.0280214350374575,108.57774689263316,301.3224394287111,0.1309168363976792,-0.000481,-0.000166,0.260582645734447,0.0,18946890.65674634,35200000.0,0.163631931,40.67155162302336
2011-05-31,19.701338414818395,934.8295117065494,3.850956565654202,94.3723768482717,301.10652190268587,0.1299210319779238,-0.000494,-0.000168,0.0274481931327565,0.0194638282081531,20125046.77998855,34700000.0,0.162433812,41.33183436128232
2011-06-01,21.07471988034348,934.043882334664,3.1765901924368736,81.87951048585444,300.7904270174911,0.1296854259197446,-0.000427,-0.00012,0.009117093230158,0.589215494,19279478.861071646,36000000.0,0.171517569,43.42234557664338
2011-06-02,21.3321878515722,934.586590147906,1.3095970148285134,95.55684285334128,300.20443661332627,0.1273113093979185,-0.000487,-0.000101,0.0234940918553125,25.301871061296257,16652690.515390968,36700000.0,0.211200037,41.31026938122459
2011-06-03,22.08977282726238,933.8140138431172,0.8141852521006662,255.46216149843315,297.8744811031219,0.127859067477122,-0.000233,-0.000108,0.0890930937625098,32.37475316073966,7842774.031614368,36500000.0,0.354312609,38.22685793237894
2011-06-04,21.889792378797154,932.558852625212,1.3248253942572592,8.815915386715687,297.81933879307195,0.127843475541644,-0.000605,-0.00011,0.133105872745832,12.67804475409246,10921836.4807722,36300000.0,0.403933717,38.56013272296315
2011-06-05,21.994118300316984,932.254674726589,1.8190099288280723,354.390463024284,298.04845633112495,0.1284991804071062,-0.000528,-0.000106,0.0833292897065193,24.410543678752624,10650591.267700572,36400000.0,0.41776582,37.67088542297518
2011-06-06,21.381157319350677,933.089098692533,2.5902087975056576,4.519963337496563,298.5413635869606,0.1292106273408889,-0.001059026,-0.000121,0.0674806018622942,12.896179240232703,10813398.29512786,36300000.0,0.395074467,40.04118064694959
2011-06-07,20.714200818976792,933.2309302044252,2.1410158750355146,28.716569113417904,299.2228689031847,0.1300033124279269,-0.001850562,-0.000117,0.0297119422478761,0.6513654968273999,15091158.874754008,35900000.0,0.364456132,40.45361645299403
2011-06-08,21.048783955322392,932.8974817484424,3.08079271067069,36.20485354152004,298.3999185766655,0.1305539168811088,-0.001308022,-0.000137,0.0314213783988029,12.017887148335486,14587624.450503068,35600000.0,0.352606743,41.4749386126972
2011-06-09,21.12407489289575,931.9522182859176,3.023319342779224,5.359153231943083,296.89578192865224,0.1305374767845136,-0.000706,-0.000124,0.1005132661143146,8.576541005269565,9028887.733381145,35900000.0,0.411465135,38.49945470744505
2011-06-10,21.490055434757267,932.6612911326628,3.099129774946554,46.11631768963389,295.98750158863163,0.1277343459940656,-5.22e-05,-9.66e-05,0.098407618283649,12.509090091849927,5143202.911755296,36200000.0,0.451672737,40.49521772684341
