Date,DPT,AP,WS,WSD,AT,Albedo,evaporation_from_bare_soil_sum,evaporation_from_vegetation_transpiration_sum,NDVI,precipitation,surface_net_solar_radiation_sum,surface_thermal_radiation_downwards_sum,volumetric_soil_water_layer_1,LST
2003-01-01,12.498648347316532,916.5896250065964,0.608895889251961,327.5050709441836,294.5836437677585,0.1644603976295088,-0.000866,-2.85e-05,0.2657429508306091,0.0,14277812.71690682,31100000.0,0.192649286,30.939528457894085
2003-01-02,12.825783921183527,918.0046235763951,3.006925443465154,290.31093680858663,294.39612091762456,0.1649309163133593,-0.000744,-5.36e-05,0.3215068625229273,0.006588981,12790345.359910114,31500000.0,0.192116408,31.17911325941794
2003-01-03,12.970981416304312,918.4536194443432,2.872019836836199,279.92100960307005,293.65164410417964,0.1655012550394448,-0.000771,-5.14e-05,0.4022499708010217,0.0,14921273.861034503,30700000.0,0.191724231,33.045704975683236
2003-01-04,12.445614413351905,917.966754503257,2.678421512298809,274.9525842255888,294.3837961437825,0.1659040231235854,-0.000971,-4.76e-05,0.3705322994408581,0.0,17475382.180378128,29400000.0,0.191393025,38.2669334412526
2003-01-05,14.07107373152718,918.579933175092,3.104961642016302,275.25716995146365,294.63744233675595,0.1659056889717876,-0.000843,-4.98e-05,0.407204808577247,0.0,15842634.33039722,30200000.0,0.190960061,33.185393916981205
2003-01-06,13.065527016361614,919.1919109548528,3.033890645586928,264.2278219217227,295.0369729719552,0.1659138655236109,-0.000914,-5.46e-05,0.3638433844280342,0.0,16816929.625144172,29900000.0,0.190625178,38.538985954213416
2003-01-07,13.193506807473568,918.8650067299776,2.499250431744602,262.05447663676176,294.89381826297347,0.1658811090984085,-0.000928,-4.39e-05,0.3974204394986693,0.0,17463150.812805854,30100000.0,0.190317459,34.31104980567552
2003-01-08,13.982159566578218,917.5412041184292,2.427421150647056,278.38026978043354,295.3592436337816,0.1660031206843975,-0.000889,-3.9e-05,0.3456806497625461,0.0,16334309.843431797,31600000.0,0.19005394,37.243176315440586
2003-01-09,14.755523940543869,918.5997884035158,2.5130964685866855,271.5003651168122,294.52669767182647,0.1659499506788377,-0.000638,-4.2e-05,0.3488631924288396,0.004108181,12791320.725340066,32300000.0,0.190700288,35.577428183676766
2003-01-10,14.166734830156884,919.0921746156793,2.67933161677357,272.89006421310347,294.5250137362058,0.1661236920924727,-0.000599,-4.9e-05,0.2612266867686803,0.0,12602335.009687595,32500000.0,0.191440942,33.854965565843536
2003-01-11,12.340239469738153,919.1801402070188,2.8451819059858083,272.11433971321264,294.26652577677135,0.1664347687285896,-0.000805,-6.69e-05,0.3607403875001114,0.0,17093498.659377858,29800000.0,0.191191608,35.06089019446401
2003-01-12,12.25887461557835,919.1891823970376,3.1745261741358575,263.054964105626,294.02146435303996,0.1664769445988838,-0.000811,-7.39e-05,0.2921698165195867,0.0,17684072.36803459,29100000.0,0.190747311,32.82703936029922
2003-01-13,12.2983175727785,918.939272216754,2.667936899856504,258.79596960067454,293.8903524026674,0.1664010157110512,-0.000659,-6.04e-05,0.2235992455390621,0.0003583484245335,14763611.419284845,30300000.0,0.190389044,31.535617895992843
2003-01-14,12.343902861363404,919.0344616771704,3.3421246211415707,257.0612257929399,293.50150901044566,0.1664613931882988,-0.000704,-7.64e-05,0.3744482453562936,0.0,17265481.3831792,29200000.0,0.190140676,31.82767100204443
2003-01-15,12.120657390577378,919.4829395481436,3.4138284311029454,262.39601502781534,293.2509641233036,0.1665558692182144,-0.000685,-7.52e-05,0.3104101048074008,0.0,17612612.02281552,29200000.0,0.189904123,31.11686680575229
2003-01-16,12.669328674668463,918.3654802299344,2.987474494924957,257.2796356390278,293.67834276217064,0.1664053482073997,-0.000616,-5.66e-05,0.2174439430451169,0.0,14505492.687873663,30800000.0,0.189764959,30.47219101711591
2003-01-17,11.55760921872934,918.5816589314472,3.1158551952956386,269.6157212921928,293.4106543669567,0.1665309270584855,-0.000719,-6.93e-05,0.3659853976223891,0.0,17565893.08224429,29100000.0,0.189586925,36.06359521201257
2003-01-18,10.798160811368009,918.9623655382284,3.0057547756366616,263.92456047924617,293.89722931820756,0.1660731943971156,-0.000794,-6.68e-05,0.3560121606145859,0.0,18289473.059669547,28800000.0,0.189410796,37.45683292979897
2003-01-19,14.177021421552467,918.2230170853484,2.633925339790511,290.2496518541768,294.4347065114479,0.1661449934537361,-0.000725,-3.49e-05,0.2220039780012331,0.0,17703298.84147265,30500000.0,0.189334459,36.03842687887689
