system:index,band,date,.geo
20131224,-0.007273175590931927,2013-12-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20131225,-0.007258896021720635,2013-12-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20131226,-0.007826182080069556,2013-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20131227,-0.007457647705460807,2013-12-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20131228,-0.007197039822685395,2013-12-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20131229,-0.007363304981354097,2013-12-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20131230,-0.007907392877436185,2013-12-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20131231,-0.007881729054115067,2013-12-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140101,-0.0069765990709443355,2014-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140102,-0.007639640663592697,2014-01-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140103,-0.0071833853339027445,2014-01-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140104,-0.007944302369495318,2014-01-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140105,-0.008096613835153515,2014-01-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140106,-0.00860050614047474,2014-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140107,-0.008848260655082913,2014-01-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140108,-0.008024417431205768,2014-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140109,-0.006903012868522272,2014-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140110,-0.007800348658219674,2014-01-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140111,-0.00783670282409728,2014-01-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140112,-0.008114894902731382,2014-01-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140113,-0.009146172750617947,2014-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140114,-0.008927289101058958,2014-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140115,-0.008351977465430205,2014-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140116,-0.006633563952574099,2014-01-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140117,-0.007199390950126286,2014-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140118,-0.008758728795786208,2014-01-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140119,-0.00878216998596619,2014-01-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140120,-0.009210960014353682,2014-01-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140121,-0.008756232691332085,2014-01-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140122,-0.008823554777917526,2014-01-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140123,-0.008971487530819592,2014-01-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140124,-0.008470531218687346,2014-01-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140125,-0.008683456023015465,2014-01-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140126,-0.009172705644202504,2014-01-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140127,-0.008810483386691484,2014-01-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140128,-0.008862659907753088,2014-01-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140129,-0.008737715931271824,2014-01-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140130,-0.008902932928546095,2014-01-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140131,-0.009565206210263254,2014-01-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140201,-0.008448642628329438,2014-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140202,-0.00888618343262825,2014-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140203,-0.010016055422760095,2014-02-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140204,-0.009364987057825428,2014-02-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140205,-0.010091889215500808,2014-02-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140206,-0.010885372771078726,2014-02-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140207,-0.01122869555972879,2014-02-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140208,-0.010693452042611816,2014-02-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140209,-0.009113082712231563,2014-02-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140210,-0.008380008666955277,2014-02-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140211,-0.009617012999582113,2014-02-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140212,-0.009499555575927635,2014-02-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140213,-0.009621698830670638,2014-02-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140214,-0.007401142259578907,2014-02-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140215,-0.0066396993592009994,2014-02-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140216,-0.007094441868873258,2014-02-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140217,-0.008302957099954501,2014-02-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140218,-0.007901155195889908,2014-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140219,-0.007210244880413333,2014-02-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140220,-0.007226539855690011,2014-02-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140221,-0.007419428388290482,2014-02-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140222,-0.008230799252550445,2014-02-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140223,-0.010706966119248885,2014-02-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140224,-0.009450405778887885,2014-02-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140225,-0.0077575504860195625,2014-02-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140226,-0.010002110215872861,2014-02-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140227,-0.009464924977239856,2014-02-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140228,-0.007242107000266514,2014-02-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140301,-0.006469489562269518,2014-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140302,-0.006961504943239403,2014-03-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140303,-0.006904754339100844,2014-03-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140304,-0.007233654596876029,2014-03-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140305,-0.006763961761552178,2014-03-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140306,-0.006981503845822397,2014-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140307,-0.007573981807553389,2014-03-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140308,-0.010488789557860466,2014-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140309,-0.0091501146044617,2014-03-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140310,-0.00955198841380984,2014-03-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140311,-0.010910932493434623,2014-03-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140312,-0.011865408703087098,2014-03-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140313,-0.012066794171715077,2014-03-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140314,-0.012866503562118858,2014-03-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140315,-0.013271896254321566,2014-03-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140316,-0.013967776878361343,2014-03-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140317,-0.013033720306146336,2014-03-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140318,-0.01310384045429948,2014-03-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140319,-0.012109263489676229,2014-03-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140320,-0.01110578177554527,2014-03-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140321,-0.01103601576054959,2014-03-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140322,-0.010668087822793042,2014-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140323,-0.013263039971860515,2014-03-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140324,-0.012691366003638162,2014-03-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140325,-0.012887452745185057,2014-03-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140326,-0.014513091054791769,2014-03-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140327,-0.012883729869068801,2014-03-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140328,-0.012975814468862831,2014-03-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140329,-0.013773869615399148,2014-03-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140330,-0.013512139441145309,2014-03-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140331,-0.012318060218461302,2014-03-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140401,-0.010781910513470792,2014-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140402,-0.010483127480786543,2014-04-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140403,-0.013241982039110915,2014-04-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140404,-0.012535910831236736,2014-04-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140405,-0.01260138933058864,2014-04-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140406,-0.013212773833231597,2014-04-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140407,-0.012589936421087916,2014-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140408,-0.011128052611101964,2014-04-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140409,-0.009867231779694532,2014-04-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140410,-0.008395563420647454,2014-04-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140411,-0.008796851729799071,2014-04-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140412,-0.008410321226648351,2014-04-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140413,-0.008745330444632889,2014-04-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140414,-0.008766188785433855,2014-04-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140415,-0.008311894635502949,2014-04-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140416,-0.009153445618996354,2014-04-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140417,-0.008803757269581583,2014-04-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140418,-0.008220419026589498,2014-04-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140419,-0.008856217294458952,2014-04-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140420,-0.012483719656705031,2014-04-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140421,-0.013114383236334742,2014-04-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140422,-0.01350040129583692,2014-04-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140423,-0.01206855685224661,2014-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140424,-0.012175552718669415,2014-04-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140425,-0.011209137877376193,2014-04-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140426,-0.009853779444622766,2014-04-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140427,-0.010307412669484144,2014-04-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140428,-0.010690715134564028,2014-04-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140429,-0.012222238231058747,2014-04-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140430,-0.012128673064471157,2014-04-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140501,-0.00995092390533048,2014-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140502,-0.010017137925517462,2014-05-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140503,-0.00911391873575217,2014-05-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140504,-0.009705377360865776,2014-05-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140505,-0.008847923024135998,2014-05-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140506,-0.007446642338227275,2014-05-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140507,-0.004912383058010887,2014-05-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140508,-0.0021319941302100106,2014-05-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140509,-0.004925080027182202,2014-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140510,-0.008435461397337458,2014-05-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140511,-0.008041419687804219,2014-05-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140512,-0.009249093005734657,2014-05-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140513,-0.009108874065557502,2014-05-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140514,-0.011365457635865363,2014-05-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140515,-0.011363980145401317,2014-05-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140516,-0.01105625849549582,2014-05-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140517,-0.008723678754108444,2014-05-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140518,-0.009405323362533862,2014-05-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140519,-0.009150137246580217,2014-05-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140520,-0.0073443778530313895,2014-05-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140521,-0.008622981766178383,2014-05-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140522,-0.009213033901979242,2014-05-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140523,-0.00914512278712008,2014-05-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140524,-0.009988184493432745,2014-05-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140525,-0.010802484479598733,2014-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140526,-0.009245196760819545,2014-05-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140527,-0.007726438343680901,2014-05-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140528,-0.0075251254436146005,2014-05-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140529,-0.0077113391142233255,2014-05-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140530,-0.00860232340802186,2014-05-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140531,-0.008389510279371074,2014-05-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140601,-0.0067241203788956485,2014-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140602,-0.007562739924449187,2014-06-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140603,-0.0058971308578783434,2014-06-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140604,-0.008349325656726584,2014-06-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140605,-0.007779864643599732,2014-06-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140606,-0.007741167618323013,2014-06-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140607,-0.009344336076121562,2014-06-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140608,-0.010582767210263922,2014-06-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140609,-0.007434333338068692,2014-06-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140610,-0.007705607125209759,2014-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140611,-0.009064355577035062,2014-06-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140612,-0.009246491337591293,2014-06-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140613,-0.008178727758787021,2014-06-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140614,-0.009805393835177716,2014-06-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140615,-0.009721645383437384,2014-06-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140616,-0.010261670153827554,2014-06-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140617,-0.009793461354129306,2014-06-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140618,-0.008672912718913002,2014-06-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140619,-0.010499530026809313,2014-06-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140620,-0.010450222323297275,2014-06-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140621,-0.009803544999495378,2014-06-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140622,-0.009792773281604737,2014-06-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140623,-0.01042863939617761,2014-06-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140624,-0.011360641703201644,2014-06-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140625,-0.011164686226010648,2014-06-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140626,-0.010346820152913192,2014-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140627,-0.009178451831688991,2014-06-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140628,-0.007954066925768078,2014-06-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140629,-0.009419070449932015,2014-06-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140630,-0.008740922188020861,2014-06-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140701,-0.010190878437258103,2014-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140702,-0.009908829241114516,2014-07-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140703,-0.011301588090320789,2014-07-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140704,-0.008357305512228604,2014-07-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140705,-0.0069769732933747984,2014-07-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140706,-0.004607533067564396,2014-07-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140707,-0.006462221271132939,2014-07-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140708,-0.005922230530594096,2014-07-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140709,-0.007112284494088729,2014-07-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140710,-0.00482855882731732,2014-07-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140711,-0.006918039781047671,2014-07-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140712,-0.007399513471403615,2014-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140713,-0.0036348243068253646,2014-07-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140714,-0.0035858512987127352,2014-07-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140715,-0.005247840385264116,2014-07-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140716,-0.008787812433950567,2014-07-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140717,-0.008411253655150145,2014-07-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140718,-0.00902510993474791,2014-07-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140719,-0.007522998319966133,2014-07-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140720,-0.008016407264104245,2014-07-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140721,-0.009021162162223258,2014-07-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140722,-0.007685326990092482,2014-07-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140723,-0.007661262342006031,2014-07-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140724,-0.008783652295657009,2014-07-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140725,-0.008763737537489494,2014-07-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140726,-0.0074302781209961265,2014-07-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140727,-0.007743448220601667,2014-07-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140728,-0.0067608413391357656,2014-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140729,-0.008584501781137892,2014-07-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140730,-0.00711395890818112,2014-07-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140731,-0.005232754108090171,2014-07-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140801,-0.00523393115358328,2014-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140802,-0.005984834522884393,2014-08-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140803,-0.007171289934030086,2014-08-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140804,-0.007740913693028959,2014-08-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140805,-0.007832405026270917,2014-08-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140806,-0.006968543208347079,2014-08-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140807,-0.00486968731591402,2014-08-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140808,-0.005078836208598077,2014-08-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140809,-0.00640989756940554,2014-08-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140810,-0.005082158823810532,2014-08-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140811,-0.004307460783947655,2014-08-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140812,-0.004047125445489375,2014-08-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140813,-0.006712766207736378,2014-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140814,-0.006874229131034978,2014-08-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140815,-0.007731734985469784,2014-08-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140816,-0.007602257604830945,2014-08-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140817,-0.006261899250453154,2014-08-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140818,-0.005383680268717397,2014-08-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140819,-0.005078892737277277,2014-08-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140820,-0.005545249444329594,2014-08-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140821,-0.006084252171398797,2014-08-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140822,-0.006773204976521452,2014-08-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140823,-0.006075112008997015,2014-08-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140824,-0.0063056021926551535,2014-08-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140825,-0.00609426513223339,2014-08-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140826,-0.00631830555619749,2014-08-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140827,-0.004130967628886339,2014-08-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140828,-0.004765184079576158,2014-08-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140829,-0.004615317956634402,2014-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140830,-0.007698977021735386,2014-08-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140831,-0.007580063231977575,2014-08-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140901,-0.006473930578705178,2014-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140902,-0.00505957307836268,2014-09-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140903,-0.004555082277576695,2014-09-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140904,-0.005794188523043315,2014-09-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140905,-0.005559124773683088,2014-09-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140906,-0.005938705689631944,2014-09-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140907,-0.006093946331476104,2014-09-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140908,-0.008085270722057218,2014-09-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140909,-0.0075262418734216175,2014-09-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140910,-0.008385836395748174,2014-09-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140911,-0.00813582360458103,2014-09-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140912,-0.008672097798826247,2014-09-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140913,-0.007909744867077574,2014-09-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140914,-0.007385663858964377,2014-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140915,-0.007548525673428157,2014-09-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140916,-0.00742821680253632,2014-09-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140917,-0.007379030312875086,2014-09-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140918,-0.00477305374050412,2014-09-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140919,-0.005656364538501081,2014-09-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140920,-0.00669344846708888,2014-09-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140921,-0.006181839811131982,2014-09-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140922,-0.006248474159178076,2014-09-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140923,-0.005583291619753382,2014-09-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140924,-0.005338576250375854,2014-09-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140925,-0.005255337646505948,2014-09-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140926,-0.005938480874513447,2014-09-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140927,-0.007160876005106075,2014-09-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140928,-0.006246843425972673,2014-09-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140929,-0.006650935384936166,2014-09-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140930,-0.006121520077696388,2014-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141001,-0.006632176699146494,2014-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141002,-0.008084783182762014,2014-10-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141003,-0.005956420993700825,2014-10-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141004,-0.006044729046895407,2014-10-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141005,-0.005749522878629381,2014-10-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141006,-0.006027169562901762,2014-10-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141007,-0.005149630320372548,2014-10-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141008,-0.0037016739331682934,2014-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141009,-0.00439307154366747,2014-10-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141010,-0.0051682938001353165,2014-10-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
